PC1,PC2,month,norm
0.021307453597923392,0.014544502434323345,1993-01,0.025798258272404673
-0.007615034061966234,-0.0034285888289236595,1993-02,0.008351285237777839
0.11849612080757368,0.018667199299824903,1993-03,0.11995747153113256
0.2916936920437237,-0.06886426241517164,1993-04,0.29971235646213246
0.545680973576205,-0.06640566560559065,1993-05,0.5497066830115825
-0.12487783890294632,-0.10360180519713218,1993-06,0.16225846261189195
0.10994642306753886,0.024386041431246543,1993-07,0.1126183597910781
0.4132813825228994,-0.05249255172308562,1993-08,0.4166016912188907
-0.07252842783415664,0.036553540915487855,1993-09,0.08121905070582093
0.155934153823679,0.014288907571891782,1993-10,0.15658746184897707
0.04645401994013903,0.005129983135591248,1993-11,0.04673641723078786
0.20509597568936505,-0.02774504326581373,1993-12,0.20696411928108335
0.16752926647466693,-0.05222893020891387,1994-01,0.17548195427538285
0.20150555546648982,-0.008510133126941587,1994-02,0.2016851785573171
-0.08879352931034629,0.05273577831801706,1994-03,0.10327319672690666
-0.12921891572595026,-0.07165380783556427,1994-04,0.1477558674257175
0.026878857750647515,-0.04437965077604845,1994-05,0.05188474146590269
-0.2568465383183059,-0.02919973631480817,1994-06,0.2585010035704916
0.2778412738199665,0.06348293118679173,1994-07,0.2850015017328304
0.07526797491984255,0.03213662289468931,1994-08,0.08184149668480847
-0.11898536505890071,-0.0020163840033965365,1994-09,0.11900244914559123
-0.05673441950310679,0.03428149343213944,1994-10,0.0662873679390902
-0.11757866931045542,-0.02469782846898708,1994-11,0.12014460540490755
-0.09434450114255172,-0.02542430287768873,1994-12,0.09771018407849508
-0.06896570029635439,0.02710292651076459,1995-01,0.07410017842633364
0.0346012757701994,0.014015689286048025,1995-02,0.03733212867073654
-0.05050078072721209,0.022315484137100522,1995-03,0.05521149958415494
0.2897332822307116,-0.009458328339458479,1995-04,0.28988762444636745
-0.04870067478537029,0.02709058521291819,1995-05,0.0557284086595767
0.06486666507312687,0.005815701301007381,1995-06,0.0651268502181071
-0.02760699585242078,-0.008997420290395207,1995-07,0.02903618073847856
0.016551647573688537,0.0024706252831427403,1995-08,0.01673502395257604
0.05456874207196496,0.028611240749965957,1995-09,0.06161453325774002
-0.07914517680337965,-0.016672270504694657,1995-10,0.08088215881775125
0.008850473551119608,0.010698874158323041,1995-11,0.013885128387404284
-0.040277244826630004,0.010168898525985936,1995-12,0.04154109950466035
0.16101800880825723,-0.0029315856802275973,1996-01,0.16104469365730906
0.0114560700757267,0.020387085327595592,1996-02,0.023385354171673863
0.026128544462410707,0.027856038199888456,1996-03,0.03819240369389989
0.02565052960770081,-0.011006395488293963,1996-04,0.027912191078456626
-0.019442617667008444,0.0369655583315836,1996-05,0.04176682756101041
0.07857419094762431,0.0023140614569664136,1996-06,0.07860825887589894
-0.05956983500328132,0.013644420122698864,1996-07,0.06111248189038693
0.036642869407198096,-0.022538108848139428,1996-08,0.04301937039106401
0.014911132458318054,-0.0137282829486216,1996-09,0.02026838977094433
-0.04148868718328137,0.037490460477859755,1996-10,0.05591820625730175
-0.004523094564639744,0.0006678420224090072,1996-11,0.0045721326979396544
0.006350285840169975,-0.009959380799471023,1996-12,0.011811663564491471
0.09701067224137132,-0.0036719956403687844,1997-01,0.09708014256636452
0.06928862042489158,0.023007327073992938,1997-02,0.07300856127519834
-0.04707019319621022,0.018558449124466768,1997-03,0.05059663152260213
0.034706737802069516,0.0030193274190179233,1997-04,0.03483782408424548
-0.04033797201008401,-0.005223188083284395,1997-05,0.040674730234381215
-0.02917915318618387,0.013458793823050283,1997-06,0.03213350450595392
-0.007193880858689556,0.023965433579529048,1997-07,0.025021869004209867
0.10024038827235675,0.03350759247740792,1997-08,0.10569245098220062
0.051573142383441774,0.011830067739612196,1997-09,0.052912564840749986
-0.04497357565615896,0.02898972060746064,1997-10,0.053507255659385876
-0.0935883278678987,-0.00857302157414182,1997-11,0.09398016712062181
-0.041751063280469035,0.0022209251011275815,1997-12,0.04181009200366041
-0.04844033992528578,-0.03860042077943944,1998-01,0.06193915576133578
0.0809443707901954,-0.0007533961681405624,1998-02,0.08094787686163736
-0.01959242006248647,0.012109893162469871,1998-03,0.023032855583087323
0.03434933524215101,0.010289703692210913,1998-04,0.03585742368953989
-0.06557168349676715,0.01113398361912398,1998-05,0.06651023430894772
0.05622362001271414,0.020826692905293306,1998-06,0.05995703949250217
0.06363761904131295,0.02844013277191423,1998-07,0.06970357027678988
-0.1253409329007254,0.01776082616928359,1998-08,0.12659303458974216
0.08317546161225733,0.03651646217907049,1998-09,0.09083836978109844
0.02206473848232998,-0.05627774878787736,1998-10,0.06044863681610236
-0.07473338527122202,-0.0002813646807754256,1998-11,0.07473391492609291
0.06664429423961254,0.0069133883279092635,1998-12,0.06700191708353222
-0.006111935332876654,0.0038929805016676743,1999-01,0.007246450903692838
-0.04177181705346142,-0.0011315231840112617,1999-02,0.041787139704265536
0.05716247352704933,-0.00423704991986835,1999-03,0.05731928970036241
0.014825010181010593,-0.012737930110482769,1999-04,0.019545735861476572
-0.013603964836489266,-0.012773234403714901,1999-05,0.018660744261810202
0.05993215469564737,-0.0013147938176671396,1999-06,0.059946574958424294
-0.014282888459577153,0.01450442317017156,1999-07,0.020356306006938777
-0.015423997338148554,-0.017997883534732632,1999-08,0.023702816406853715
-0.09962093060600063,0.01538277438143863,1999-09,0.10080158511886525
0.014403016441043607,0.008793967398582809,1999-10,0.01687544800022535
0.02943092360403012,-0.027927116666422946,1999-11,0.040572196261556455
0.05958665076928936,-0.016042491281504655,1999-12,0.06170843116153906
0.042172683960687345,0.023682647216182087,2000-01,0.048367375901677286
0.13200894545528974,0.009181557108973355,2000-02,0.13232786052514792
-0.010043645144300156,0.0006426382579808452,2000-03,0.010064183608979158
-0.07361039121134018,0.01496467462571542,2000-04,0.07511611798369294
-0.01770706545433625,0.013681033578671354,2000-05,0.022376569146875074
-0.030332178471911504,-0.009191262876913658,2000-06,0.03169416924490091
-0.01071401427821375,-0.0013903811165780439,2000-07,0.010803854016188155
-0.016804984421466843,0.006348954717051714,2000-08,0.017964318172558526
-0.07560063267152702,0.015895513494225195,2000-09,0.0772536278085389
-0.06536047058311605,-0.02021894724621068,2000-10,0.06841634996542441
-0.00559468868995029,-0.0016761661643989031,2000-11,0.005840383082310049
0.08100983936641001,0.0027073228961038364,2000-12,0.0810550656741164
-0.03125317913842426,-0.013106906983102793,2001-01,0.033890296796017384
-0.09978964942597109,0.0016755287774025257,2001-02,0.09980371500721862
-0.038654693789042426,-0.00272421729822629,2001-03,0.038750570470801986
0.05595756981658778,-0.0025984860605359123,2001-04,0.05601786991295809
-0.0016347869006436062,-0.02134413396179692,2001-05,0.021406648097954256
-0.10285435290695959,-0.017349968112225993,2001-06,0.10430742689475493
-0.06520553224171892,-0.0057236303444701455,2001-07,0.06545625546306469
-0.055962690439150774,-0.016237580200556993,2001-08,0.05827076223937471
-0.08371400947462225,0.018614402083212116,2001-09,0.08575856427921724
0.13392573557543835,-0.015331551265793272,2001-10,0.1348004418154402
0.034474849579761456,0.017179272468514986,2001-11,0.03851808219647826
-0.03353147276827626,0.002175212802219721,2001-12,0.0336019525733936
0.14072102138986053,0.031375741523785645,2002-01,0.1441764301721089
-0.04780281786347641,-0.01053778101585546,2002-02,0.04895052833654427
-0.03375545031690586,0.0036348327041083534,2002-03,0.03395058813752651
-0.0004574745978939553,0.01130347064047297,2002-04,0.011312724319444571
0.029298336130773543,-0.008766108081240651,2002-05,0.03058164728924495
-0.0676860511438496,0.010540413977461013,2002-06,0.06850183826923245
-0.08266487232402524,0.019170283215551233,2002-07,0.08485859340639484
0.00588498141291947,-0.023121275718240863,2002-08,0.023858465941240272
-0.042956696052556795,-0.009670680650984441,2002-09,0.04403180441459416
0.07221093590794676,-0.013107224314501604,2002-10,0.0733908617876385
-0.00613797322723375,-0.03318789225928742,2002-11,0.03375071714722975
-0.05929989792547775,-0.003958170618290546,2002-12,0.05943185180200579
-0.014542283717301988,0.033537260119458095,2003-01,0.036554422879245416
-0.03325171131469614,-0.006493590654555181,2003-02,0.033879832126868896
0.007790632610550899,-0.002722699818386367,2003-03,0.008252699605197094
0.018010467488207275,0.020610201547349973,2003-04,0.027370738882356804
0.024007108783304046,-0.00015624975289219874,2003-05,0.02400761725200302
0.027076978590635584,-2.8189344932517198e-05,2003-06,0.027076993264336154
0.0861716996158657,0.021779221801535364,2003-07,0.08888136090861493
0.07824700530687766,-0.025619692175678013,2003-08,0.08233445491816313
-0.10123704322236081,-0.01898015660883647,2003-09,0.10300089934220046
0.05579825421101727,0.04441635859616027,2003-10,0.07131800672999777
-0.0680783343738967,0.011139145183938017,2003-11,0.06898362245165829
0.025995561168049915,-0.0006856631411134833,2003-12,0.026004602177016785
0.016996281248238942,0.015404690286089625,2004-01,0.02293857142630253
0.022978980923153064,0.012167949727635479,2004-02,0.0260017800321612
-0.02492712994230977,-0.0031189326629485234,2004-03,0.02512149573804879
0.016528584805944626,0.02377095951204838,2004-04,0.028952592833988926
-0.06207087615540864,-0.025496676940310742,2004-05,0.06710345893989855
-0.004159371034021959,-0.010817160247639747,2004-06,0.011589276216476097
-0.022005896799005907,-0.004375492974022623,2004-07,0.022436676061623296
0.002931886132273098,-0.009196683088408734,2004-08,0.00965271651511835
0.027561139506758318,0.008279664924594688,2004-09,0.028777930123178728
-0.014620899503829655,0.0017587648877728324,2004-10,0.014726301512312887
-0.02010960124639257,-0.0038383677436900927,2004-11,0.020472643435196985
0.020620369686767694,-0.001686783927992671,2004-12,0.020689245661422807
-0.053492432347644406,-0.009287936019706206,2005-01,0.05429278104843653
0.045748162906357644,-0.010456411197815367,2005-02,0.04692793351986038
-0.049818523984461904,0.0007863473898617696,2005-03,0.04982472954475467
-0.036190774114785086,0.009938390926721177,2005-04,0.03753057080887169
-0.001276007002170352,-0.010783359164291994,2005-05,0.010858592392004957
0.05220231332351173,0.009199699212905005,2005-06,0.05300675411618802
0.019181573521018094,-0.0036988005425609943,2005-07,0.019534940189206415
-0.0036822916376579437,0.004392223623678534,2005-08,0.00573157047109825
0.04282898411216342,-0.006944164020180153,2005-09,0.043388285216393506
-0.08281615274804205,-0.014072979150447338,2005-10,0.08400335646958375
0.01462113606410779,0.0007944722489925913,2005-11,0.01464270487169542
0.02458022023805398,-0.007328888670733039,2005-12,0.025649558204757398
0.05353822298477367,0.005608286044552755,2006-01,0.05383116376899976
0.005363250730440098,-0.012908728225380974,2006-02,0.01397854508861039
-0.02429332083019595,-0.013633228791807252,2006-03,0.02785732155553715
0.0570793802118434,-0.014515995786579229,2006-04,0.0588962628614428
-0.06226798080186419,0.03735368400632307,2006-05,0.07261266516239136
-0.05124530837998316,-0.024714066960208936,2006-06,0.05689346831292027
0.03641831544541106,-0.0077185388501601095,2006-07,0.03722726879402915
-0.05327021795371253,-0.010663582687187466,2006-08,0.054327047743849666
-0.006924798879964848,0.013777223620405458,2006-09,0.015419621597646958
0.0574581520774972,0.01301682597491127,2006-10,0.058914149392331215
0.019191251333013342,0.008591974436400647,2006-11,0.021026796057475056
0.02323339320881685,0.02282678538496087,2006-12,0.03257073365778794
-0.0004291984173368347,-0.02219726222081783,2007-01,0.022201411247512872
-0.039611186500925884,-0.012242810553358041,2007-02,0.0414600109292864
0.04219508496414103,-0.01409185592885368,2007-03,0.04448601576507666
0.026441983374328924,0.011815874816041074,2007-04,0.0289619298810808
-0.016856454429729675,-0.006530351586402763,2007-05,0.018077210730186952
-0.006825965830104404,-0.005069884526685436,2007-06,0.008502795930026624
0.004933173784622583,0.013681606720388399,2007-07,0.014543815388015089
-0.045932328176038824,-0.016516049689646952,2007-08,0.048811460427057675
0.005344066791566415,-0.01677388572653833,2007-09,0.017604609971245862
0.04120064716953493,0.010093359718001347,2007-10,0.04241897261350726
-0.07006999850655662,-0.012806712655948562,2007-11,0.07123072777784094
-0.0019067404851750513,0.028719641847369692,2007-12,0.028782867944647107
-0.11571868219400654,-0.004263999620003369,2008-01,0.1157972154305831
-0.006497146697483228,-0.003624739069862833,2008-02,0.0074398688518822215
-0.0020951523068487034,-0.009197194702079347,2008-03,0.009432817902241611
-0.038626387679926356,-0.0009735872744110705,2008-04,0.038638655481018774
-0.01304135232269565,0.01419813624334851,2008-05,0.019278587686585493
-0.07095960618579765,-0.0022142041477117382,2008-06,0.07099414349121508
0.0021614398393693906,-0.020924140031860477,2008-07,0.02103548093702921
-0.050530790869228966,-0.001735396385680345,2008-08,0.050560581745913345
-0.06847392466898697,-0.006063908137640152,2008-09,0.06874190382492938
-0.2304281039991766,-0.0030299755276275127,2008-10,0.2304480242144709
-0.06351603550996274,-0.008748251202062105,2008-11,0.06411566630705189
0.03593693977818223,0.02157309032617136,2008-12,0.041914936082998434
-0.10732755045919973,-0.0016236489591978244,2009-01,0.10733983102052456
-0.07532504897591705,0.020269588575381862,2009-02,0.0780046102755443
0.08685514176687176,0.004385624743215962,2009-03,0.08696579417064906
0.11005191275474008,0.042697914367510595,2009-04,0.11804463305170713
-0.02842005479420696,-0.004948411427996222,2009-05,0.028847639247717476
-0.009908499307383916,0.02588465255637909,2009-06,0.0277163056067884
0.04055354003938774,-0.04094973191529313,2009-07,0.057632197196190615
-0.0011470234899809391,-0.03200819781370808,2009-08,0.0320287431874564
-0.009262625786591335,-0.017662642142541554,2009-09,0.019944050840235834
0.013181641643504662,-0.014999884260989648,2009-10,0.019968780740467387
0.03035851250000345,0.014107922879344119,2009-11,0.03347645096455697
-0.011650738800081214,-0.005833179193087035,2009-12,0.013029416490633085
-0.012188816672435068,0.009280420860882913,2010-01,0.015319708327162819
-0.05463234986662312,-0.019692145750663134,2010-02,0.05807300798317989
0.05516560194479818,0.006335588420784328,2010-03,0.055528220920262675
-0.009307379096200627,0.007978610886248115,2010-04,0.012259100183722676
-0.035664082410578564,0.000815613299474578,2010-05,0.03567340745208984
-0.022893080716558822,0.002107250542346922,2010-06,0.022989859711253106
0.052227839032591164,-0.0028799583481474256,2010-07,0.05230718239497629
-0.039439901306786575,0.0026640622385619224,2010-08,0.039529774129129516
0.0339550099371299,0.002873076949562194,2010-09,0.034076344742191705
0.0036400895438354745,0.004738121221624933,2010-10,0.005974951430593633
-0.009566291486421533,0.01377308859664213,2010-11,0.01676937393864585
0.024428658948068397,0.011224172121431435,2010-12,0.026883850501975358
-0.027501321009395067,-0.009274383562121647,2011-01,0.029023039946207335
-0.02125402522255526,0.005073852590543712,2011-02,0.02185126010717877
0.022515174076323134,0.0036834304604126435,2011-03,0.0228144849524119
0.003171244510502027,0.002015358625597515,2011-04,0.0037574542093230553
-0.0304026183212058,-0.010724653979165576,2011-05,0.03223875623776064
-0.027916562732818336,0.0034697265959670585,2011-06,0.028131361102267036
-0.03456992127179356,-0.0022939553256360137,2011-07,0.03464594763856257
-0.1290335017065527,-0.04019790236831427,2011-08,0.13514997564730621
-0.0811565399494453,-0.007824941300810028,2011-09,0.08153289938992132
0.06414315925005759,2.8982740958097888e-05,2011-10,0.06414316579790494
-0.05246577304286419,0.011713599504548257,2011-11,0.05375747161407694
-0.04724393084859842,-0.004832581530057649,2011-12,0.04749045005337182
0.012653475982932264,-0.020338109951146113,2012-01,0.02395306182590343
-0.01888493652755544,0.00300019727652609,2012-02,0.019121767997438737
-0.014898254037871128,-0.0023491239307565108,2012-03,0.015082319338185235
-0.03604591931183667,-0.0008733003530871955,2012-04,0.03605649667594096
-0.06262108948661557,-0.0029644702778281974,2012-05,0.06269121894267843
0.06130972760640684,0.008844495806610347,2012-06,0.061944392847496324
-0.040186911284626425,0.003813873888906102,2012-07,0.0403674803850688
0.029427739380082103,0.021137969686608596,2012-08,0.036232659404106936
0.03515686538652313,0.008755538621750155,2012-09,0.03623071404710466
-0.024529465883633538,0.006167198547941259,2012-10,0.025292865287785612
0.0077275942911462355,-0.005783410149677275,2012-11,0.009652126526726947
0.0333782610036525,-0.00480387599304515,2012-12,0.03372218160476135
-0.03329719499200382,-0.003213740304307623,2013-01,0.03345192552124699
-0.022701181778721165,4.1327373752877096e-05,2013-02,0.022701219396815738
-0.018750836779379117,0.016350185954682885,2013-03,0.024878152276236798
-0.03144560341874472,0.00414729263731528,2013-04,0.03171791308690563
0.029462716983347077,0.0003039477292946832,2013-05,0.029464284757362628
-0.04300808542114113,0.03256971018839713,2013-06,0.05394887796190346
0.017431218909809157,-0.00026064863169637554,2013-07,0.01743316753751003
0.01337713348696904,0.01366896068876543,2013-08,0.019125589837680906
-0.011518227581194541,-0.01838465977783635,2013-09,0.02169482154245534
0.029823164998047286,-0.00833090265592741,2013-10,0.03096490125227741
0.0009087437401974377,-0.00913617474267322,2013-11,0.009181258307770678
-0.04638878352547508,-0.0016643350287613488,2013-12,0.04641863039837938
-0.032052693151493304,-0.0042760096861972925,2014-01,0.03233665717263055
0.03327939407648499,0.0047311157084673336,2014-02,0.03361400788279926
-0.00582591251564216,-0.002821243816205594,2014-03,0.006473072941841013
-0.014034672359953093,-0.0001311895529098797,2014-04,0.014035285495850237
-0.006844233007951597,-0.011019794596236128,2014-05,0.012972254947015538
-0.0030663595241840055,0.01123641670748366,2014-06,0.011647301024519451
-0.014319579104277377,-0.006362747122869516,2014-07,0.01566955317401366
0.02380879523934137,-0.006062157305973954,2014-08,0.024568444841936123
0.014253294185079033,0.013988480137679697,2014-09,0.019970828017102024
-0.02160067530866582,-0.011740571620030532,2014-10,0.024585162105535758
-0.024139557154784202,-0.0064838660951429036,2014-11,0.02499517431763253
-0.036975075761069925,0.0062178246037927045,2014-12,0.03749423382788866
-0.008126569139253867,-0.0016581863717676753,2015-01,0.008294016398500149
0.0011433684332905762,-0.0009400880946380127,2015-02,0.0014802219427928623
-0.003489273685517018,-0.011643278842028499,2015-03,0.012154874456187115
0.03353595418024459,-0.001310368946142236,2015-04,0.033561544802861484
-0.01614418978012738,0.008008627551028302,2015-05,0.018021458845161757
-0.042383640228629116,-0.006903365293979743,2015-06,0.04294216356230776
-0.03363741864214654,0.001858524098934842,2015-07,0.033688722812439016
-0.03729362169632763,0.00821479716583015,2015-08,0.0381876565359087
-0.0012214082455812968,0.018923257251568033,2015-09,0.018962634392704937
0.018208737539052246,0.014589820352358788,2015-10,0.023332830532967773
-0.047119530023073036,-0.001832993996413071,2015-11,0.04715516913961997
-0.046004087100310426,-0.030386431448495458,2015-12,0.055133576395034106
-0.04627706529964445,-0.012784835750579612,2016-01,0.04801061130538597
0.012314083521662017,-0.011571275849250997,2016-02,0.016897664861096263
0.046531872342937756,0.0008630112927615955,2016-03,0.046539874647778
-0.027392233264318496,-0.004731760285120174,2016-04,0.027797913565637933
-0.03958419219756118,-0.011571106346429967,2016-05,0.041240741676330885
0.0034062567334752335,0.00911480231013945,2016-06,0.009730478204449607
0.010007283560867268,-0.011500374932186613,2016-07,0.015244813801698941
0.016263871502661478,0.022747739374123676,2016-08,0.027963783057521754
-0.014368313314801278,0.0023296750477329424,2016-09,0.01455595456644205
0.013191262857920138,-0.004282188013654176,2016-10,0.013868905867840724
-0.003077220818529926,-0.0042642120074301215,2016-11,0.005258592208025377
0.06323263023374813,0.015011250313901587,2016-12,0.06499002355950126
0.028072222372275954,0.002965730919001576,2017-01,0.0282284471553508
0.04186003915832964,-0.004479864410182482,2017-02,0.042099074377835326
-0.016530693099629058,-0.0016348960054402913,2017-03,0.016611342489477734
0.023260287579160155,-0.01232952697634198,2017-04,0.02632599881724484
-0.02939473277879231,0.0004254674872756928,2017-05,0.02939781178454165
0.008205644818114314,0.0022732161986733818,2017-06,0.008514700157196221
0.0018062923293906098,-0.002710610221604462,2017-07,0.003257314807119807
0.008835384631290683,-0.01351910975296586,2017-08,0.01615024303518632
-0.025717549033501774,0.0028902082741269646,2017-09,0.025879444201110657
0.0005863685285008413,0.008670806317946731,2017-10,0.008690610465011142
-0.019018025436052122,-0.005030772327606447,2017-11,0.019672162100250606
0.01311678533127339,-0.004868650091629663,2017-12,0.013991204778053757
0.0364867158117196,0.007069105471953744,2018-01,0.03716520796253931
-0.049471720049445216,-0.01259887419970479,2018-02,0.05105078565262896
-0.026776233964307013,0.01148065226769026,2018-03,0.029133693240008723
0.012221620419019754,0.0070690990433012815,2018-04,0.014118787729497305
-0.02717529107127252,0.007118141250213493,2018-05,0.02809206969353406
-0.014640763720941403,0.018198365221553325,2018-06,0.023356636296125253
0.03267598164350137,-0.011697793071379277,2018-07,0.03470674486475572
-0.008759674747909858,-0.01565062916764626,2018-08,0.017935275159092195
-0.041366956152750003,-0.020425817374467817,2018-09,0.046135009231153865
-0.0529365782242042,0.0011224113606613606,2018-10,0.05294847610035469
0.005331021686685401,-0.001417913084890559,2018-11,0.005516363815070025
-0.02361241392192344,-0.0075698541317116555,2018-12,0.024796144514735267
0.017844978717817258,-0.0005167955180347595,2019-01,0.017852460419976054
-0.022947926985184105,-0.003968921393798779,2019-02,0.023288617175510753
-0.01000149311496698,-0.002358143193123597,2019-03,0.010275733737695185
0.0035861715021661507,0.005337293014177996,2019-04,0.006430188392430028
-0.05610253322365238,-0.020097875770480784,2019-05,0.05959378192896216
0.020046690505569478,0.00046697381538765554,2019-06,0.020052128684265598
-0.01271272667151576,0.0022175351128465135,2019-07,0.012904684475080178
-0.06293120189123992,-0.011883384423435658,2019-08,0.06404335247963798
0.006799116527537089,0.003941631863139494,2019-09,0.007859036028645277
0.005631738943655871,-0.011399618736361819,2019-10,0.01271486495657353
-0.031344341645434766,0.0038620074463006173,2019-11,0.03158136879080793
-0.009893939365556964,-0.015482921212818556,2019-12,0.018374190742769178
-0.03365829627214156,0.003728564154055729,2020-01,0.03386418607606224
-0.023412783085518855,0.030692201760889624,2020-02,0.03860271571717091
-0.17459856418962724,-0.03982741893302541,2020-03,0.17908344958690656
0.07042053995013554,0.024021020716691443,2020-04,0.07440471680707048
0.018761631976806598,-0.016786955622642225,2020-05,0.025175398974190882
0.022661590064161984,0.017499878884273762,2020-06,0.028632034946897783
